star,comment
star:"1",驾着键盘的时候，一打开就是一个竖屏的界面出现，请问iPad版你不能横屏，你出来干啥。。。。。。无语
star:"5",有去处的时候看看大众点评，没去处的时候找找大众点评
star:"1",大晚上辛辛苦苦码的评论 刚发表完就给我删了？？头像改不了 名字改不了（不管改什么都提示违规）叫什么大众点评??，叫大众删评算了
star:"5",非常好
star:"1",特别搞笑的一软件，垃圾
star:"5",可以享受很多免费的体验
star:"4",吃喝玩乐，都能快速、精准的找到当地特色。\n这一点很棒呢！不论是点评、还是被点评，都能更好的帮助顾客选择。同时还可以促进双方进步。很不错的app，以前没关注，现在感觉很棒呢！希望多一些活动、政策，帮助新手快速成长！
star:"1",iPad用户就不能横屏使用吗
star:"1",不更新app都不让我用地图功能了？
star:"1",出来旅游 看了抖音下载的 完事以后发现本地根本没有这家店
star:"3",难受啊，竖屏，看着累人，建议做个横屏谢谢。
star:"1",隐私设置关不了，违法
star:"1",不管对商家的评价还是对消费者的投诉，一点公正性都没有，仅仅根据别人的语言描述，就随意让人发表评论。发表对商家的不利评价，一味盲目的维护个别消费者的虚假恶意评价。
star:"5",大众点评，方便快捷，解决衣食住行
star:"5",和大众点评有十几年的关系了，从05年开始！大众点评人民的指向标
star:"5",自己的食住行信息都来自大众点评
star:"5",大众点评，让生活色香味俱全。分享给别人，也享受到别人分享的成功，生活有你真的变得更精彩！
star:"5",想去哪儿吃喝玩乐的时候，就会来大众点评搜一下，很方便～
star:"5",内容丰富
star:"5",大众点评真的好
star:"5",很喜欢大众点评，又会有免费的霸王餐的机会又可以有很多优质点评，给我很多参考
star:"5",衣食住行一条龙，不喜欢安装太多APP，点评大法好??
star:"5",我以前只是用大众点评购买那种团购优惠券，因为比较便宜，消费最后并未写评价，可能当时不能理解，钱花了，还写那玩意儿干嘛，多麻烦啊……渐渐的，我不这样认为了，评价是自己的真实感受，商家用心的服务和接待后，我也真的爱上了写评价，感觉是一种别样的反馈，也感谢平台给了这个机会～～～啾咪，比心～??
star:"5",准确，公正，资源丰富
star:"5",我
star:"5",非常非常喜欢！使用方便！值得推荐............................
star:"1",用其他软件都没问题
star:"5",真实可靠
star:"1",发了条差评，发现发错了店铺，赶紧删除了发到正确的店。然后就不给我显示了，说重复，问题是我前面已经把错的给删除了。找了在线客服，打了客服电话，都不愿意解决，和商家串通好了不让显示。服气！！
star:"5",6666666
star:"1",现在升级都升不了 完全是在欺骗 垃圾软件 删掉
star:"1",竞价排行榜
star:"1",一个扯淡的APP，说为了激励新用户，同样的签到，新用户签到积分是老用户的三倍，按照这逻辑，就是老用户是该被无视……
star:"5",非常详细介绍，很喜欢大众点评
star:"1",垃圾软件 卸载了
star:"5",给大众点评点赞哦
star:"5",少接些广告，多给一些大众餐饮流量吧
star:"5",和朋友去三亚亲子游接触到大众点评app，因为在旅游景点，我们在陌生的环境里面，对周边的美食情况完全不知，但又非常想吃到当地有名的特色美食，于是大众点评app这是起到关键性作用，让我们对当地特色美食一目了然，想吃什么就可以通过app搜索，这样不浪费时间和经历，大部分时间都可以用在玩上面，同时也能轻松吃到美味，给大众点评app点赞??超赞??，回深圳后也通过这个app吃到了很多美味，都是app搜索成功后，直接开车直达，不浪费时间和经历，太幸福了
star:"5",一枚彻彻底底的Ch新手报道
star:"5",很方便
star:"3",之前的推荐菜就挺好用的，推荐量也很明显，无论大小店都能找到各家店的美食。现在改版的只能看到三个月内推荐，时间太短了，大点只能推荐比较火的食物，小店基本都没有推荐了。大众点评好就好在评价真实，可以发现任何角落的小美食。这样改版后少了人间气。希望恢复到之前的推荐菜版本，或者两个版，一个“总推荐榜”，一个“近半年推荐榜”。
star:"5",我们非常认同大众点评这个平台！
star:"1",说实话大众点评是最让人不爽的app。差评差评，各种坑。无下限，拿着商户的钱，然后可以让客户不消费随意差评，搞不懂，真心不愿意合作，也不愿意使用！！客服更是差评。投诉跟没投诉一样。
star:"1",这东西别学淘宝啊
star:"5",不仅可以吃到美食，品尝美食，还优惠???
star:"5",我特别喜欢大众点评，感觉和生活非常贴切，而且还能给大家推荐好的食物和生活，哈哈哈，
star:"1",大众真的是越来越烂了，写的点评被删除，打五星被警告。客服说检查到违规又根本拒绝提供所谓的证据。莫须有的罪名从来不怕多。\n大众点评不让点评！祝大众点评早日倒闭！
star:"2",单单就登陆这一项就有够xx 一直提示错误，跳转页面缓慢，没有其他app的顺畅感
star:"1",大众点评现在为了流量不断升级改版，现在首页真是“东施效颦”。刷新出来的都不再是真实的美食分享，而是一群认证过的“营销号”，写的是毫无根据和逻辑的明星八卦，靠着评论区各种讨论和骂战提高曝光度。投诉以后，点评只给了未违规的处理。感情真把自己当微博在用了？那我要你大众点评干什么？
star:"5",能了解更多更好的吃喝玩乐，能享受更多更好的优惠和实惠。棒棒的
star:"5",大众的美食旅行日记，客观且真实，对于爱吃的吃货来说是一个福音
star:"1",写差评一直被屏蔽 好评就不会 问客服为什么就说账户数据有问题 却说不出数据哪里有问题 从未刷过评价 也无恶意差评过 明显包庇那些花了钱的商户 大众点评已经完全不能信任
star:"5",实惠
star:"1",审核工作失误，无理审核，造成客户对点评这个平台的失望，无语
star:"1",为了捧签约号，牺牲无辜消费者，真的垃圾app！都是黑幕大家别给坑了。
star:"5",实惠
star:"5",非常喜欢这个平台，把所有美食都汇集一起，让老百姓随时随地查找美食。
star:"1",自己亲身体验有照片.评论也是真实情况.你给我说我的评论违规.那还用锤子呀。
star:"1",刚刚我男朋友问我看了他的大众点评吗？我说看了并且点赞收藏了，结果他那里根本没有显示，说我在敷衍他，然后我说我真的点了，并且反复点了，但是这个赞还是被取消了？why？大众点评的过滤系统认定我是刷赞的吗？不！我只是一个卑微的给男朋友点赞的普通用户！不要再取消我的赞了！！！！希望能改进一下 我下载这个软件是为了看好吃的罢了！！！因为我没改名字就是系统自动生成的，所以就认定我是商家派来恶意刷赞的人吗？？？？麻烦你们能够把把重点放在怎么提高用户体验，而不是把每个用户都认定成刷赞机器人！！！
star:"1",它的存在完全是养了一群没用??东西，蛇鼠一窝的东西，明明知道存在违规，却不给屏蔽处理，垃圾中的垃圾
star:"1",明明我昨天刚吃过的饭店，营业了好几年了，居然在大众点评里显示尚未开张。无非就是商家没给足钱呗，所以就显示对方没开张？这不是勒索是什么？无耻大众点评，无耻之尤
star:"5",自从有了大众点评后，无论吃还是喝甚至是玩，都让我们更有头绪了。省时省钱省力
star:"4",iPad端能够支持横屏就好了
star:"5",能快速浏览商家业面，及其他顾客的体验
star:"1",垃圾软件 刚开始用这软件 莫名其妙就连着封两次号也是醉了 还没地方申诉
star:"1",一点就跳转，是有好饥渴
star:"5",哈哈哈哈哈哈家啊
star:"5",能够给各家商家和用户有更方便的选择体验，真实有效感受到双方需求，创造更多价值，感谢??
star:"5",经常在大众找玩的地方跟美食，很不错！
star:"1",没有理由的就说账号违规，用了几年的号就封了
star:"5",非常方便的app，用来找美食、美容美发美甲什么的，点评都有优惠，日常生活必备app
star:"5",的确每一次的使用，都可以让我领略到它给我带来的便利，谢谢你
star:"5",大众点评已经成为我生活中不可或缺的伴侣，出门有地图给我指路，看电影可以购票，什么事之前查一下大众点评都可以给我一个情况介绍！是我的好参谋。
star:"5",点评，无人不熟悉。吃喝玩乐省心省力省钱，生活指南！
star:"5",大众点评真的做到了“大众点评”不管吃的用的玩的，大家都可以写下自己最真实的感受，也便于后面的人参考，很有价值很人性化的一个平台
star:"5",大众点评，优惠多多的，美食的百度专家，值得拥有
star:"1",几个健身会员被坑会费，已经打官司胜诉。偶然发现大家在商铺下的差评已经全部被恶意转移到一个从来没见过的停业健身房里。找大众理论，大众点评装傻充愣。一星警惕大家随时查看自己的差评。
star:"5",大众点评真棒，里面的介绍让我出游或吃饭省了很多时间，而且有很多活动，对商家是拓展，能更快的使自己生意红火，对我们吃货来说更好的了解想吃的美食，也更节约划算的。
star:"1",189内不能改头像和昵称
star:"1",随意封号
star:"5",比较适合吃喝玩乐的一个软件吧，
star:"5",喜欢各地的美食美景美人
star:"5",很方便。简直是生活百事通很方
star:"5",好多推荐，蛮方便找地方的
star:"5",给人们带来惊喜个感动，经常会过来这边吃东西，想来就来，特别特别的带感，无法复刻的不仅是味道，更是一种享受，感觉，已经圈粉无数，早已在业界鼎鼎大名。太长没有吃，都会想这个味道，看似相同却还是不同。
star:"5",很好用
star:"1",这个平台非常糟糕，用户评论会有倾向性的公布。商家差评会被后台拦截，拒绝公示。所以消费根据上面的评论根本毫无意义，请有关部门也管管这种平台的模式。
star:"5",很好用
star:"5",吃喝玩乐大搜索??
star:"5",我吃好吃的、出差住宿都用它！喜欢这款有温度的软件
star:"5",很喜欢大众点评，总是能够找到很多打卡点，网红美食
star:"5",不错的美食搜索利器
star:"1",用了很多年，但是真的让人心寒
star:"5",丰富多彩
star:"5",好用啊
star:"5",我非常喜欢用这个APP，方便实用。
star:"5",很好用，比直接去店里吃实惠多了～简直是吃喝玩乐应有尽有
star:"2",不要乱动我的收藏夹 不要在我的收藏夹塞些我没有保存过的餐厅。这样非常过分。
star:"2",推荐的餐厅都是花了大价钱买的。我搜附近的餐厅，就在旁边的搜不到，推荐都是老远的。按照点评高的去吃，踩雷踩了好几次。准备注销了。
star:"1",问了等于没问
star:"5",我的选择犹豫症从此不再需要
star:"1",如果是给差评，基本上不会通过，这样下去根本就没有真实的评论供大家参考，已经决定卸载了
star:"5",很喜欢的平台，必须点个赞
star:"1",点评处罚用户从来不给理由，申诉也没有用，直接拒绝。有同样经历的小伙伴举手?????♂?
star:"5",进来就V
star:"5",有时候出门在外不知道吃什么的时候就会打开大众点评查一查附近的美食推荐，挺实用的！
star:"5",管控到位，提供给消费者很好的选店，选口味的平台
star:"2",点了订单里删除，显示删除失败
star:"1",垃圾软件  好评上不去    没团购 差评一评就上去  垃圾平台  垃圾平台    该整顿反思一下了
star:"1",为什么齿科这部分不能筛选距离远近
star:"5",啥
star:"5",大众点评带给我的每一次惊喜都像是美好的青春一样、相信大众点评越来越好！
star:"5",21号来建南苏宁易购抢空调！免费安装！
star:"1",体验感太差了，用iPad看只能竖屏，想好好打字都不行
star:"3",点评榜没有智能排序，不方便
star:"1",上传图片传不了，收商家钱，给商家差评都被和谐，充值大户真的是你们的大客户，大众点评不如叫大户游戏
star:"5",唯一一个不用充钱就能得vip的app，形成了我吃一家店面就评价一家的习惯。就是提醒太多了有待改善
star:"5",神奇的网站一个
star:"5",大众点评吃得精彩
star:"5",特方便
star:"5",非常方便，本地的生活服务平台，超赞，吃喝玩乐与一体
star:"5",大众点评，现在成了生活中不可缺少的朋友和工具，聚餐选餐厅、购物选店铺，都会点开大众点评搜索查询。在现今的移动信息社会中，没有了这个工具，真的如同一个异乡人来到了大都市一样不知所措。
star:"5",，
star:"5",感谢平台支持 手艺人 \n 同时也会不断提升自己出品
star:"5",因为工作忙以及懒，很少自己做饭，不管是外出就餐，还是定外卖，首先在大众点评查一下，选择评价高的店，既然吃就要吃好。
star:"1",大众点评的忠实客户，用了十几年，今天突然发现用我的账号订酒店要比朋友的账号贵很多，就是因为我是忠实客户？以后不会再用大众点评订任何酒店，不会再通过大众点评任何消费。大众点评上了我的黑名单！
star:"5",太多吃喝玩乐可供选择，应该人手一个的软件
star:"5",日常生活必备。
star:"5",吃喝玩乐都能轻松找到好去处的一个app，推荐
star:"1",自己买了东西，不满意给了差评，还不给显示，那要你何用？？？就算没拍吃的那照片，也照样拍了消费的单据，怎么就不能判定我消费了？？？什么鬼逻辑？？第一次用也是最后一次用
star:"5",不管去到哪里打开大众点评，都很方便，寻找附近的美食，好一点的酒店，附近热门的景点。
star:"1",上次3月底给海底捞写了一个点评，后面被屏蔽了，原因写怀疑我是同行或者其他同行员工，我想说，同行就没有资格写点评评论吗？我遇到我不满意的地方就没有资格写出来吗？确实当时服务员也没给我处理啊
star:"5",我是一个大叔级别的用户，首先觉得这个麻烦，后来用习惯了就感觉像朋友圈那么简单，而且享受到很多的便利，可以通过大众点评看到很多自己喜欢的吃的地方，而且可以通过别人的点评来判断选择去哪家，这是很便利的地方。然后还可以在上面享受到很多优惠，代金券啊，抢购啊，套餐，都是实打实的优惠。所以很喜欢大众点评。
star:"5",喜欢，自认为是一个非常方便，且公证的平台
star:"1",因为某老板一句话：没人可以不用美团。实在太猖狂，果断卸载了美团。至今已有四年没用过了。如今一份论文让大众看到了美团压榨的残酷。大众点评也删了。只要是美团旗下app一概不用！
star:"1",一点儿都不好\n只有好评\n差评被删了\n有家店说很好\n我一去\n哟\n人山人海\n还要办各种卡才能买点东西\n差评！
star:"5",用了两年多大众点评，今天突然收到消息降了等级，扣了信用分，这就是你给我的回报，团劵用你、查商户用你、定酒店用你，这样的回报可以可以
star:"5",建议和美团分开发展 比美团好用多了
star:"5",能够甄选好店和好朋友去哦.
star:"5",有时候不知道吃什么，看一看大众点评就知道啦。而且推出免费试功能，很好。
star:"1",美团民宿平台和大众点评关系复杂 相互踢皮球  把用户当猴耍  客服转接十几个人都没有解决 只会说记录问题反馈  一塌糊涂
star:"1",用了五六年 ，一直用标准来把握自己出行饮食，结果真正发现不好商家后给差评 却屡屡不能通过审核，后来才知道原来已经都是花钱就能运营的星级标准了，卸载不再用了
star:"5",喜欢
star:"5",第一次在大众点评上用感觉还不错，吃喝玩乐都比较全，而且还很优惠。会继续支持大众点评
star:"1",给一颗星我都嫌多，里面商家水分太多好评差评平台也不过审，导致消费者一次次的被骗进店里消费。
star:"1",好恶心 我真实消费和评价 说我不是真实消费故判违规 怎么了 给知名商户差评就这样吗
star:"5",一直会用的APP??
star:"5",好
star:"1",现在点评在学小红书了！编辑后的帖子只显示“当天的编辑日期”，有些老的帖子再次编辑也会变成“当天的编辑日期”，请问不显示第一次发布的日期，显示“最新编辑日”，你是做食物点评的，为何不改回之前的“发帖日+已编辑”格式！
star:"1",体验非常差劲，安装了又卸载了。不再使用。
star:"1",千万不要以为退出登录它就不知道你是谁了，照样用你的id向你推送它的推荐商户，可以说是非常恶心??
star:"5",非常喜欢??！
star:"1",垃圾
star:"1",真的有毛病，里面的美团外卖不在配送范围，我直接反手打开支付宝进入了饿了么点了一份柳州螺蛳粉！
star:"5",方便，好用，好东西多多
star:"5",好
star:"5",客观真实用心
star:"1",消费者的真实点评被认为是作假想撤就撤、别人的恶意差评申诉半点用没用。
star:"1",就是怎么用bug卡零星评价？
star:"5",排行
star:"1",我之前的账号是通过微博账号互通来的，最近更新之后大众点评一直让手机号一键认证，结果认证之后没办法恢复以前账号，再次通过微博互通认证每次都跳转到手机登录，然后变成全新账号，大众点评产品经理们，你们现在都废物成这样么？
star:"1",一点都不好 注销了的账号重新用原来的手机号注册写不了点评的 第一次看到有这么限制的app 很辣??
star:"5",每次外出想去吃和玩，大众上一搜就一目了然，那个适合自己那个不适合，不花冤枉钱少花钱，节约时间！
star:"5",消息及时更新快，吃货的平台。
star:"5",每到一座新的城市去，我的手机里必须有的两款APP，那必须是大众和高德，就这么简单乀(ˉεˉ乀)...??
star:"1",请恢复橙V特权套餐，写评价都没有动力啦～
star:"1",app卡死
star:"1",恶心死了 能更新了吗？
star:"5",能做成这么大的平台，真的很优秀。
star:"1",拿着所谓“公约” 一家独大 欺压商户 真的不要脸 无法公平公正 就要说自己代表“大众” 还不是因为现在只有它一个平台垄断了吗 我们还能怎么办？？？
star:"1",一个劲屏蔽真实消费评价 询问为什么只会推诿扯皮
star:"5",很好的一款指导性软件，无论去哪儿，干什么，有它在，就安心许多！
star:"1",网络连接没有问题 商场也可以搜到 但是就是点不进去 别的软件都没有什么问题 你家软件有问题吧
star:"5",后悔大学期间没下载.研究生才下载，错失了一个亿
star:"5",进入大众点评若干年了，期间与这里的朋友们一起享受着生活的喜怒哀乐。\n每到一处旅游，除了亲身感受所到之处的韵味，还把景点的经典奉献给大众点评平台，让大家一起分享生活的乐趣。境内境外各有不同的风格，同时，也从朋友们的分享中得到了快乐。\n寻找不同口味的饭店是一种追求，也是余生的享受。饭馆酒店的色香味形可以带给我们不一样的惊喜，上传照片的同时，也一饱平台上朋友们美照、美餐的眼福。\n感谢大众点评给生活带来的喜悦！
star:"5",点赞??
star:"1",做为一个商户，没到法定申诉你这个垃圾玩意儿我觉得我脑子有问题。????????????????????
star:"5",大众点评可以让我知道每个城市，吃喝玩乐任何好地方，也可以筛选出真实有效适合，不白跑
star:"1",找客服也解决不了说是我发表过什么违规信息，从下载过就没用过后来发现想要升等级就出去玩干嘛的想评论，结果打半天字给我删除，我也不懂这是什么原因，这个软件还怎么玩
star:"5",一直都很喜欢这个APP ，??????????我会推荐给大家分享一下的哦！
star:"5",挺好不错，可以的
star:"1",正常评价被审核评判为违规内容、询问客服以后得不到任何结果，垃圾软件
star:"5",可以找到我想吃的好吃的，奥利给
star:"1",希望软件可以马上适配
star:"5",好用
star:"5",天气预报预计明天下午六点左右我就会觉得这样很好
star:"5",不错哦，可以在消费之前，提前了解一下哦
star:"5",大众点评给了食货们很好的推荐、选择和优惠，很赞
star:"1",半粒星都给多它了。
star:"1",软件打不开
star:"2",一直都有用大众点评，应该有快十年了，虽然身边有很多人会吐槽大众点评越来越差，但我觉得还是可以的！最近发现每天签到红包分享变成了链接，还有午餐的分享也是变成链接，不是很明白产品经理的想法，我觉得很不方便！之前我们直接点击就能跳转到页面的，现在分享后需要复制链接，而且有时候链接还不能一下子复制，然后再打开app，还要缓冲一两秒才能打开，就让用户多做了好几步，非常不方便！！希望能改进
star:"1",m1打不开
star:"5",慕名而来……
star:"1",比如每日签到，明明可以一键搞定的，现在突然改成特别复杂！让你折腾半天根本分享不成功！白嫖用户流量！恶心人呢
star:"5",佛跳墙一个人真的吃不完啊。
